-20.5	0.5	0	0



12	-21	1	8
12	-21.6	1	8

13	-21	1	8
13	-21.6	1	8

14.5	-21.5	1	2
15	-21.5	1	2

16	-21	1	8
16	-21.6	1	8

-3.5	-1.3	1	2
-3.501	-1.8	1	2





-26	2.1	1	19
-26	1.5	1	20

-26	0.9	1	19
-25.4	1.5	1	21

23.5	22	1	25

-17	-6	1	29

-25.5	13.5	1	28

-25	10	1	27
-25.8	10	1	26

-2	-16	1	25




-10.2	-0.7	1	10
-9.6	-0.7	1	10
-9	-0.7	1	0
-9	-1.3	1	0
-9	-1.9	1	0
-9.6	-1.9	1	10

-7	11.2	1	5
-7	13.2	1	5
-7	15.2	1	5




-9	12.2	1	13
-9	14.2	1	13
-9	16.2	1	13


-11	11.2	1	5
-11	13.2	1	5
-11	15.2	1	5

-13	12.2	1	13
-13	14.2	1	13
-13	16.2	1	13


-17	-0.7	1	6

-22	1.5	1	7

-10	-8	1	18
14	-8	1	18

-18	-13.1	1	30
-18	-13.7	1	30
-18	-14.3	1	30

-16	-13.1	1	30
-16	-13.7	1	30
-16	-14.3	1	30

-23	-8	1	15
-23	-7.4	1	16
-23	-6.8	1	17
-23	-6.2	1	15
-23	-5.6	1	17
-23	-5.0	1	16

-9.7	-16	1	12
-10.3	-16	1	12

18	22	1	31

20	22	1	32
21	22	1	32
22	22	1	32


20	23	1	30
21	23	1	30
22	23	1	30

13.75	-21.5	1	14

-24.4	7	1	23
-25	7	1	23
-25.6	7	1	23

-29	-4	1	22
-29	-4.6	1	22
-29.6	-4.6	1	22

-4	-16	1	22
-4.6	-16	1	22


-29	-7	1	24
-29	-7.6	1	24


-17	4.0	1	1
-17	5.3	1	1

-9.6	4.6	1	2
-9.6	4.0	1	2
-10.2	4.0	1	2
-10.2	4.6	1	2

-9	-8	1	3
-7	-8	1	3
-4.5	-8	1	3
-2	-8	1	3
0.5	-8	1	3
3	-8	1	3
5.5	-8	1	3
8	-8	1	3
10.5	-8	1	3
13	-8	1	3


11	4	3	13

13	1	3	13
18	-3	3	13
19	-1	3	13

27	2	3	13
29	7	3	13
24	12	3	13
25	15	3	13

-26	30	3	13
-21	28	3	13
-18	31	3	13
-14	24	3	13

-24	21.4	3	3
-23.4	21.4	3	3
-22.8	21.4	3	3
-24	22	3	0
-23.4	22	3	0
-22.8	22	3	0
-24	22.6	3	0
-23.4	22.6	3	0
-22.8	22.6	3	0
-22.2	22.6	3	0
-24	23.2	3	0
-23.4	23.2	3	0
-22.8	23.2	3	0
-22.2	23.2	3	0
-24	23.8	3	1

-23.4	23.8	3	1
-22.8	23.8	3	1
-22.2	23.8	3	1

-24.6	21.4	3	7
-24.6	22	3	2
-24.6	22.6	3	2
-24.6	23.2	3	2
-24.6	23.8	3	6

-21.6	23.8	3	5
-21.6	23.2	3	4
-21.6	22.6	3	4
-22.2	22	3	12
-22.2	21.4	3	8
-21.6	22	3	8

14	10	3	0
14	9.4	3	0
14	8.8	3	0
14	8.2	3	0
14	7.6	3	0
13.4	7.6	3	0
13.4	8.2	3	0	

13.4	9.4	3	10
12.8	9.4	3	6
12.8	8.8	3	2
12.8	8.2	3	2
12.8	7.6	3	2
13.4	8.8	3	0

14	10.6	3	1
14.6	10	3	4
14.6	9.4	3	4
14.6	8.8	3	4
14.6	8.2	3	4
14.6	7.6	3	4

12.8	7	3	7
13.4	7	3	3
14	7	3	3
14.6	7	3	8

13.4	10	3	2

14.6	10.6	3	5
13.4	10.6	3	6



14	-9	1	4
14	-10	1	4



-9.7	-16.6	1	11
-10.3	-16.6	1	11

-20	-4	1	9


0	0	0	0


line of all 0s is needed to end the actual data in the file
x	z	type		shape
		0 tree
				0 pine
				1 round

		1 building
				0   generic square building
				1   generic high-rise
				2   generic beige building
				3   power line tower
				4   cooling tower
				5   home
				6   fast food
				7   granite monument
				8   hanger
				9   water tower
				10  building under construction
				11  factory smokestacks
				12  factory
				13  180 degree rotated home
				14  airport control tower
				15  strip mall-red
				16  strip mall-yellow
				17  strip mall-blue
				18  90 degree rotated generic square building
				19  end of city hall
				20  middle of city hall
				21  front of city hall
				22  office building (dk grey)
				23  office building (lt grey)
				24  office building (white)
				25  satellite dish
				26  drive-in theatre screen (l)
				27  drive-in theatre screen (r)
				28  drive-in concession stand
				29  fountain
				30  warehouse
				31  maser battery (with maser)
				32  helicopter pad (with helicopter)
				33  hero beam-in effect

		2 lake
				0   center
				1   |/
				2   \|
				3   /|
				4   |\

		3 hill		0   center
				1   -z side
				2   +x side
				3   +z side
				4   -x side
				5   ouside corner
				6   ouside corner
				7   ouside corner
				8   ouside corner
				9   inside corner
				10  inside corner
				11  inside corner
				12  inside corner
				13  complete 1-unit hill

nother possible office building

-27	-10.6	1	37
-27	-11.2	1	36
-27	-11.8	1	34
-26.4	-10.6	1	36
-26.4	-11.2	1	36
-25.8	-10.6	1	34
